# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-10-03 14:55:04 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02091814 NEUSE RIVER NEAR FORT BARNWELL, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02091814
#            TS   parameter     Description
#         89299       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	89299_00060	89299_00060_cd
USGS	02091814	2018-09-25 05:45	EDT	32800	P
USGS	02091814	2018-09-25 06:00	EDT	32700	P
USGS	02091814	2018-09-25 06:15	EDT	32700	P
USGS	02091814	2018-09-25 06:30	EDT	32500	P
USGS	02091814	2018-09-25 06:45	EDT	32500	P
USGS	02091814	2018-09-25 07:00	EDT	32600	P
USGS	02091814	2018-09-25 07:15	EDT	32300	P
USGS	02091814	2018-09-25 07:30	EDT	32300	P
USGS	02091814	2018-09-25 07:45	EDT	32300	P
USGS	02091814	2018-09-25 08:00	EDT	32200	P
USGS	02091814	2018-09-25 08:15	EDT	32200	P
USGS	02091814	2018-09-25 08:30	EDT	32100	P
USGS	02091814	2018-09-25 08:45	EDT	32000	P
USGS	02091814	2018-09-25 09:00	EDT	32000	P
USGS	02091814	2018-09-25 09:15	EDT	31900	P
USGS	02091814	2018-09-25 09:30	EDT	31900	P
USGS	02091814	2018-09-25 09:45	EDT	31700	P
USGS	02091814	2018-09-25 10:00	EDT	31600	P
USGS	02091814	2018-09-25 10:15	EDT	31500	P
USGS	02091814	2018-09-25 10:30	EDT	31600	P
USGS	02091814	2018-09-25 10:45	EDT	31500	P
USGS	02091814	2018-09-25 11:00	EDT	31500	P
USGS	02091814	2018-09-25 11:15	EDT	31400	P
USGS	02091814	2018-09-25 11:30	EDT	31400	P
USGS	02091814	2018-09-25 11:45	EDT	31200	P
USGS	02091814	2018-09-25 12:00	EDT	31200	P
USGS	02091814	2018-09-25 12:15	EDT	31200	P
USGS	02091814	2018-09-25 12:30	EDT	31000	P
USGS	02091814	2018-09-25 12:45	EDT	31000	P
USGS	02091814	2018-09-25 13:00	EDT	30800	P
USGS	02091814	2018-09-25 13:15	EDT	30800	P
USGS	02091814	2018-09-25 13:30	EDT	30800	P
USGS	02091814	2018-09-25 13:45	EDT	30700	P
USGS	02091814	2018-09-25 14:00	EDT	30600	P
USGS	02091814	2018-09-25 14:15	EDT	30600	P
USGS	02091814	2018-09-25 14:30	EDT	30500	P
USGS	02091814	2018-09-25 14:45	EDT	30400	P
USGS	02091814	2018-09-25 15:00	EDT	30300	P
USGS	02091814	2018-09-25 15:15	EDT	30000	P
USGS	02091814	2018-09-25 15:30	EDT	30000	P
USGS	02091814	2018-09-25 15:45	EDT	30400	P
USGS	02091814	2018-09-25 16:00	EDT	30400	P
USGS	02091814	2018-09-25 16:15	EDT	30200	P
USGS	02091814	2018-09-25 16:30	EDT	30200	P
USGS	02091814	2018-09-25 16:45	EDT	30100	P
USGS	02091814	2018-09-25 17:00	EDT	30000	P
USGS	02091814	2018-09-25 17:15	EDT	29800	P
USGS	02091814	2018-09-25 17:30	EDT	29800	P
USGS	02091814	2018-09-25 17:45	EDT	29800	P
USGS	02091814	2018-09-25 18:00	EDT	29800	P
USGS	02091814	2018-09-25 18:15	EDT	29700	P
USGS	02091814	2018-09-25 18:30	EDT	29600	P
USGS	02091814	2018-09-25 18:45	EDT	29600	P
USGS	02091814	2018-09-25 19:00	EDT	29400	P
USGS	02091814	2018-09-25 19:15	EDT	29300	P
USGS	02091814	2018-09-25 19:30	EDT	29300	P
USGS	02091814	2018-09-25 19:45	EDT	29200	P
USGS	02091814	2018-09-25 20:00	EDT	29200	P
USGS	02091814	2018-09-25 20:15	EDT	29100	P
USGS	02091814	2018-09-25 20:30	EDT	29100	P
USGS	02091814	2018-09-25 20:45	EDT	29000	P
USGS	02091814	2018-09-25 21:00	EDT	29000	P
USGS	02091814	2018-09-25 21:15	EDT	28800	P
USGS	02091814	2018-09-25 21:30	EDT	28900	P
USGS	02091814	2018-09-25 21:45	EDT	28700	P
USGS	02091814	2018-09-25 22:00	EDT	28700	P
USGS	02091814	2018-09-25 22:15	EDT	28500	P
USGS	02091814	2018-09-25 22:30	EDT	28500	P
USGS	02091814	2018-09-25 22:45	EDT	28500	P
USGS	02091814	2018-09-25 23:00	EDT	28400	P
USGS	02091814	2018-09-25 23:15	EDT	28300	P
USGS	02091814	2018-09-25 23:30	EDT	28200	P
USGS	02091814	2018-09-25 23:45	EDT	28100	P
USGS	02091814	2018-09-26 00:00	EDT	28100	P
USGS	02091814	2018-09-26 00:15	EDT	28100	P
USGS	02091814	2018-09-26 00:30	EDT	28000	P
USGS	02091814	2018-09-26 00:45	EDT	27900	P
USGS	02091814	2018-09-26 01:00	EDT	27800	P
USGS	02091814	2018-09-26 01:15	EDT	27800	P
USGS	02091814	2018-09-26 01:30	EDT	27600	P
USGS	02091814	2018-09-26 01:45	EDT	27600	P
USGS	02091814	2018-09-26 02:00	EDT	27600	P
USGS	02091814	2018-09-26 02:15	EDT	27500	P
USGS	02091814	2018-09-26 02:30	EDT	27300	P
USGS	02091814	2018-09-26 02:45	EDT	27300	P
USGS	02091814	2018-09-26 03:00	EDT	27300	P
USGS	02091814	2018-09-26 03:15	EDT	27200	P
USGS	02091814	2018-09-26 03:30	EDT	27200	P
USGS	02091814	2018-09-26 03:45	EDT	27000	P
USGS	02091814	2018-09-26 04:00	EDT	27000	P
USGS	02091814	2018-09-26 04:15	EDT	26900	P
USGS	02091814	2018-09-26 04:30	EDT	26800	P
USGS	02091814	2018-09-26 04:45	EDT	26800	P
USGS	02091814	2018-09-26 05:00	EDT	26700	P
USGS	02091814	2018-09-26 05:15	EDT	26600	P
USGS	02091814	2018-09-26 05:30	EDT	26600	P
USGS	02091814	2018-09-26 05:45	EDT	26500	P
USGS	02091814	2018-09-26 06:00	EDT	26400	P
USGS	02091814	2018-09-26 06:15	EDT	26500	P
USGS	02091814	2018-09-26 06:30	EDT	26400	P
USGS	02091814	2018-09-26 06:45	EDT	26300	P
USGS	02091814	2018-09-26 07:00	EDT	26200	P
USGS	02091814	2018-09-26 07:15	EDT	26000	P
USGS	02091814	2018-09-26 07:30	EDT	26000	P
USGS	02091814	2018-09-26 07:45	EDT	25800	P
USGS	02091814	2018-09-26 08:00	EDT	25700	P
USGS	02091814	2018-09-26 08:15	EDT	25700	P
USGS	02091814	2018-09-26 08:30	EDT	25700	P
USGS	02091814	2018-09-26 08:45	EDT	25600	P
USGS	02091814	2018-09-26 09:00	EDT	25600	P
USGS	02091814	2018-09-26 09:15	EDT	25600	P
USGS	02091814	2018-09-26 09:30	EDT	25400	P
USGS	02091814	2018-09-26 09:45	EDT	25300	P
USGS	02091814	2018-09-26 10:00	EDT	25200	P
USGS	02091814	2018-09-26 10:15	EDT	25100	P
USGS	02091814	2018-09-26 10:30	EDT	25200	P
USGS	02091814	2018-09-26 10:45	EDT	25000	P
USGS	02091814	2018-09-26 11:00	EDT	25000	P
USGS	02091814	2018-09-26 11:15	EDT	24900	P
USGS	02091814	2018-09-26 11:30	EDT	24800	P
USGS	02091814	2018-09-26 11:45	EDT	24700	P
USGS	02091814	2018-09-26 12:00	EDT	24700	P
USGS	02091814	2018-09-26 12:15	EDT	24500	P
USGS	02091814	2018-09-26 12:30	EDT	24500	P
USGS	02091814	2018-09-26 12:45	EDT	24500	P
USGS	02091814	2018-09-26 13:00	EDT	24300	P
USGS	02091814	2018-09-26 13:15	EDT	24200	P
USGS	02091814	2018-09-26 13:30	EDT	24200	P
USGS	02091814	2018-09-26 13:45	EDT	24000	P
USGS	02091814	2018-09-26 14:00	EDT	24100	P
USGS	02091814	2018-09-26 14:15	EDT	23900	P
USGS	02091814	2018-09-26 14:30	EDT	23900	P
USGS	02091814	2018-09-26 14:45	EDT	23800	P
USGS	02091814	2018-09-26 15:00	EDT	23600	P
USGS	02091814	2018-09-26 15:15	EDT	23600	P
USGS	02091814	2018-09-26 15:30	EDT	23600	P
USGS	02091814	2018-09-26 15:45	EDT	23500	P
USGS	02091814	2018-09-26 16:00	EDT	23300	P
USGS	02091814	2018-09-26 16:15	EDT	23300	P
USGS	02091814	2018-09-26 16:30	EDT	23200	P
USGS	02091814	2018-09-26 16:45	EDT	23200	P
USGS	02091814	2018-09-26 17:00	EDT	23000	P
USGS	02091814	2018-09-26 17:15	EDT	22900	P
USGS	02091814	2018-09-26 17:30	EDT	22900	P
USGS	02091814	2018-09-26 17:45	EDT	22900	P
USGS	02091814	2018-09-26 18:00	EDT	22800	P
USGS	02091814	2018-09-26 18:15	EDT	22600	P
USGS	02091814	2018-09-26 18:30	EDT	22600	P
USGS	02091814	2018-09-26 18:45	EDT	22500	P
USGS	02091814	2018-09-26 19:00	EDT	22400	P
USGS	02091814	2018-09-26 19:15	EDT	22400	P
USGS	02091814	2018-09-26 19:30	EDT	22400	P
USGS	02091814	2018-09-26 19:45	EDT	22300	P
USGS	02091814	2018-09-26 20:00	EDT	22300	P
USGS	02091814	2018-09-26 20:15	EDT	22200	P
USGS	02091814	2018-09-26 20:30	EDT	22100	P
USGS	02091814	2018-09-26 20:45	EDT	21900	P
USGS	02091814	2018-09-26 21:00	EDT	21900	P
USGS	02091814	2018-09-26 21:15	EDT	21800	P
USGS	02091814	2018-09-26 21:30	EDT	21600	P
USGS	02091814	2018-09-26 21:45	EDT	21600	P
USGS	02091814	2018-09-26 22:00	EDT	21500	P
USGS	02091814	2018-09-26 22:15	EDT	21500	P
USGS	02091814	2018-09-26 22:30	EDT	21500	P
USGS	02091814	2018-09-26 22:45	EDT	21300	P
USGS	02091814	2018-09-26 23:00	EDT	21300	P
USGS	02091814	2018-09-26 23:15	EDT	21200	P
USGS	02091814	2018-09-26 23:30	EDT	21100	P
USGS	02091814	2018-09-26 23:45	EDT	20900	P
USGS	02091814	2018-09-27 00:00	EDT	21000	P
USGS	02091814	2018-09-27 00:15	EDT	20800	P
USGS	02091814	2018-09-27 00:30	EDT	20800	P
USGS	02091814	2018-09-27 00:45	EDT	20700	P
USGS	02091814	2018-09-27 01:00	EDT	20800	P
USGS	02091814	2018-09-27 01:15	EDT	20500	P
USGS	02091814	2018-09-27 01:30	EDT	20500	P
USGS	02091814	2018-09-27 01:45	EDT	20500	P
USGS	02091814	2018-09-27 02:00	EDT	20300	P
USGS	02091814	2018-09-27 02:15	EDT	20200	P
USGS	02091814	2018-09-27 02:30	EDT	20100	P
USGS	02091814	2018-09-27 02:45	EDT	20100	P
USGS	02091814	2018-09-27 03:00	EDT	20000	P
USGS	02091814	2018-09-27 03:15	EDT	20000	P
USGS	02091814	2018-09-27 03:30	EDT	19900	P
USGS	02091814	2018-09-27 03:45	EDT	19800	P
USGS	02091814	2018-09-27 04:00	EDT	19700	P
USGS	02091814	2018-09-27 04:15	EDT	19500	P
USGS	02091814	2018-09-27 04:30	EDT	19500	P
USGS	02091814	2018-09-27 04:45	EDT	19400	P
USGS	02091814	2018-09-27 05:00	EDT	19400	P
USGS	02091814	2018-09-27 05:15	EDT	19200	P
USGS	02091814	2018-09-27 05:30	EDT	19200	P
USGS	02091814	2018-09-27 05:45	EDT	19100	P
USGS	02091814	2018-09-27 06:00	EDT	19000	P
USGS	02091814	2018-09-27 06:15	EDT	18900	P
USGS	02091814	2018-09-27 06:30	EDT	18900	P
USGS	02091814	2018-09-27 06:45	EDT	18800	P
USGS	02091814	2018-09-27 07:00	EDT	18700	P
USGS	02091814	2018-09-27 07:15	EDT	18600	P
USGS	02091814	2018-09-27 07:30	EDT	18400	P
USGS	02091814	2018-09-27 07:45	EDT	18400	P
USGS	02091814	2018-09-27 08:00	EDT	18400	P
USGS	02091814	2018-09-27 08:15	EDT	18400	P
USGS	02091814	2018-09-27 08:30	EDT	18200	P
USGS	02091814	2018-09-27 08:45	EDT	18100	P
USGS	02091814	2018-09-27 09:00	EDT	18000	P
USGS	02091814	2018-09-27 09:15	EDT	17900	P
USGS	02091814	2018-09-27 09:30	EDT	17800	P
USGS	02091814	2018-09-27 09:45	EDT	17700	P
USGS	02091814	2018-09-27 10:00	EDT	17600	P
USGS	02091814	2018-09-27 10:15	EDT	17600	P
USGS	02091814	2018-09-27 10:30	EDT	17500	P
USGS	02091814	2018-09-27 10:45	EDT	17400	P
USGS	02091814	2018-09-27 11:00	EDT	17300	P
USGS	02091814	2018-09-27 11:15	EDT	17200	P
USGS	02091814	2018-09-27 11:30	EDT	17200	P
USGS	02091814	2018-09-27 11:45	EDT	17000	P
USGS	02091814	2018-09-27 12:00	EDT	16900	P
USGS	02091814	2018-09-27 12:15	EDT	16700	P
USGS	02091814	2018-09-27 12:30	EDT	16800	P
USGS	02091814	2018-09-27 12:45	EDT	16700	P
USGS	02091814	2018-09-27 13:00	EDT	16600	P
USGS	02091814	2018-09-27 13:15	EDT	16400	P
USGS	02091814	2018-09-27 13:30	EDT	16400	P
USGS	02091814	2018-09-27 13:45	EDT	16300	P
USGS	02091814	2018-09-27 14:00	EDT	16200	P
USGS	02091814	2018-09-27 14:15	EDT	16100	P
USGS	02091814	2018-09-27 14:30	EDT	16000	P
USGS	02091814	2018-09-27 14:45	EDT	15900	P
USGS	02091814	2018-09-27 15:00	EDT	15800	P
USGS	02091814	2018-09-27 15:15	EDT	15800	P
USGS	02091814	2018-09-27 15:30	EDT	15700	P
USGS	02091814	2018-09-27 15:45	EDT	15600	P
USGS	02091814	2018-09-27 16:00	EDT	15500	P
USGS	02091814	2018-09-27 16:15	EDT	15400	P
USGS	02091814	2018-09-27 16:30	EDT	15300	P
USGS	02091814	2018-09-27 16:45	EDT	15300	P
USGS	02091814	2018-09-27 17:00	EDT	15100	P
USGS	02091814	2018-09-27 17:15	EDT	15000	P
USGS	02091814	2018-09-27 17:30	EDT	15000	P
USGS	02091814	2018-09-27 17:45	EDT	14800	P
USGS	02091814	2018-09-27 18:00	EDT	14700	P
USGS	02091814	2018-09-27 18:15	EDT	14600	P
USGS	02091814	2018-09-27 18:30	EDT	14600	P
USGS	02091814	2018-09-27 18:45	EDT	14400	P
USGS	02091814	2018-09-27 19:00	EDT	14500	P
USGS	02091814	2018-09-27 19:15	EDT	14300	P
USGS	02091814	2018-09-27 19:30	EDT	14100	P
USGS	02091814	2018-09-27 19:45	EDT	14200	P
USGS	02091814	2018-09-27 20:00	EDT	13900	P
USGS	02091814	2018-09-27 20:15	EDT	13900	P
USGS	02091814	2018-09-27 20:30	EDT	13800	P
USGS	02091814	2018-09-27 20:45	EDT	13800	P
USGS	02091814	2018-09-27 21:00	EDT	13700	P
USGS	02091814	2018-09-27 21:15	EDT	13600	P
USGS	02091814	2018-09-27 21:30	EDT	13500	P
USGS	02091814	2018-09-27 21:45	EDT	13300	P
USGS	02091814	2018-09-27 22:00	EDT	13200	P
USGS	02091814	2018-09-27 22:15	EDT	13200	P
USGS	02091814	2018-09-27 22:30	EDT	13100	P
USGS	02091814	2018-09-27 22:45	EDT	13000	P
USGS	02091814	2018-09-27 23:00	EDT	13000	P
USGS	02091814	2018-09-27 23:15	EDT	12900	P
USGS	02091814	2018-09-27 23:30	EDT	12800	P
USGS	02091814	2018-09-27 23:45	EDT	12700	P
USGS	02091814	2018-09-28 00:00	EDT	12500	P
USGS	02091814	2018-09-28 00:15	EDT	12500	P
USGS	02091814	2018-09-28 00:30	EDT	12300	P
USGS	02091814	2018-09-28 00:45	EDT	12300	P
USGS	02091814	2018-09-28 01:00	EDT	12200	P
USGS	02091814	2018-09-28 01:15	EDT	12200	P
USGS	02091814	2018-09-28 01:30	EDT	12100	P
USGS	02091814	2018-09-28 01:45	EDT	11900	P
USGS	02091814	2018-09-28 02:00	EDT	11900	P
USGS	02091814	2018-09-28 02:15	EDT	11700	P
USGS	02091814	2018-09-28 02:30	EDT	11500	P
USGS	02091814	2018-09-28 02:45	EDT	11500	P
USGS	02091814	2018-09-28 03:00	EDT	11500	P
USGS	02091814	2018-09-28 03:15	EDT	11400	P
USGS	02091814	2018-09-28 03:30	EDT	11400	P
USGS	02091814	2018-09-28 03:45	EDT	11300	P
USGS	02091814	2018-09-28 04:00	EDT	11200	P
USGS	02091814	2018-09-28 04:15	EDT	11100	P
USGS	02091814	2018-09-28 04:30	EDT	11000	P
USGS	02091814	2018-09-28 04:45	EDT	10900	P
USGS	02091814	2018-09-28 05:00	EDT	10800	P
USGS	02091814	2018-09-28 05:15	EDT	10700	P
USGS	02091814	2018-09-28 05:30	EDT	10500	P
USGS	02091814	2018-09-28 05:45	EDT	10500	P
USGS	02091814	2018-09-28 06:00	EDT	10400	P
USGS	02091814	2018-09-28 06:15	EDT	10300	P
USGS	02091814	2018-09-28 06:30	EDT	10100	P
USGS	02091814	2018-09-28 06:45	EDT	10100	P
USGS	02091814	2018-09-28 07:00	EDT	9960	P
USGS	02091814	2018-09-28 07:15	EDT	9870	P
USGS	02091814	2018-09-28 07:30	EDT	9780	P
USGS	02091814	2018-09-28 07:45	EDT	9700	P
USGS	02091814	2018-09-28 08:00	EDT	8870	P
USGS	02091814	2018-09-28 08:15	EDT	8810	P
USGS	02091814	2018-09-28 08:30	EDT	8850	P
USGS	02091814	2018-09-28 08:45	EDT	9000	P
USGS	02091814	2018-09-28 09:00	EDT	8780	P
USGS	02091814	2018-09-28 09:15	EDT	8690	P
USGS	02091814	2018-09-28 09:30	EDT	8670	P
USGS	02091814	2018-09-28 09:45	EDT	8660	P
USGS	02091814	2018-09-28 10:00	EDT	8500	P
USGS	02091814	2018-09-28 10:15	EDT	8500	P
USGS	02091814	2018-09-28 10:30	EDT	8530	P
USGS	02091814	2018-09-28 10:45	EDT	8490	P
USGS	02091814	2018-09-28 11:00	EDT	8320	P
USGS	02091814	2018-09-28 11:15	EDT	8320	P
USGS	02091814	2018-09-28 11:30	EDT	8550	P
USGS	02091814	2018-09-28 11:45	EDT	8390	P
USGS	02091814	2018-09-28 12:00	EDT	8290	P
USGS	02091814	2018-09-28 12:15	EDT	8140	P
USGS	02091814	2018-09-28 12:30	EDT	8020	P
USGS	02091814	2018-09-28 12:45	EDT	7980	P
USGS	02091814	2018-09-28 13:00	EDT	8010	P
USGS	02091814	2018-09-28 13:15	EDT	7910	P
USGS	02091814	2018-09-28 13:30	EDT	7890	P
USGS	02091814	2018-09-28 13:45	EDT	7750	P
USGS	02091814	2018-09-28 14:00	EDT	7690	P
USGS	02091814	2018-09-28 14:15	EDT	7820	P
USGS	02091814	2018-09-28 14:30	EDT	7820	P
USGS	02091814	2018-09-28 14:45	EDT	7910	P
USGS	02091814	2018-09-28 15:00	EDT	7710	P
USGS	02091814	2018-09-28 15:15	EDT	7500	P
USGS	02091814	2018-09-28 15:30	EDT	7590	P
USGS	02091814	2018-09-28 15:45	EDT	7580	P
USGS	02091814	2018-09-28 16:00	EDT	7520	P
USGS	02091814	2018-09-28 16:15	EDT	7470	P
USGS	02091814	2018-09-28 16:30	EDT	7420	P
USGS	02091814	2018-09-28 16:45	EDT	7330	P
USGS	02091814	2018-09-28 17:00	EDT	7400	P
USGS	02091814	2018-09-28 17:15	EDT	7350	P
USGS	02091814	2018-09-28 17:30	EDT	7250	P
USGS	02091814	2018-09-28 17:45	EDT	7330	P
USGS	02091814	2018-09-28 18:00	EDT	7230	P
USGS	02091814	2018-09-28 18:15	EDT	7310	P
USGS	02091814	2018-09-28 18:30	EDT	7210	P
USGS	02091814	2018-09-28 18:45	EDT	7210	P
USGS	02091814	2018-09-28 19:00	EDT	7340	P
USGS	02091814	2018-09-28 19:15	EDT	7330	P
USGS	02091814	2018-09-28 19:30	EDT	7190	P
USGS	02091814	2018-09-28 19:45	EDT	7170	P
USGS	02091814	2018-09-28 20:00	EDT	7310	P
USGS	02091814	2018-09-28 20:15	EDT	7020	P
USGS	02091814	2018-09-28 20:30	EDT	7050	P
USGS	02091814	2018-09-28 20:45	EDT	6810	P
USGS	02091814	2018-09-28 21:00	EDT	6900	P
USGS	02091814	2018-09-28 21:15	EDT	7220	P
USGS	02091814	2018-09-28 21:30	EDT	6980	P
USGS	02091814	2018-09-28 21:45	EDT	6790	P
USGS	02091814	2018-09-28 22:00	EDT	7060	P
USGS	02091814	2018-09-28 22:15	EDT	6680	P
USGS	02091814	2018-09-28 22:30	EDT	6860	P
USGS	02091814	2018-09-28 22:45	EDT	6850	P
USGS	02091814	2018-09-28 23:00	EDT	7030	P
USGS	02091814	2018-09-28 23:15	EDT	6750	P
USGS	02091814	2018-09-28 23:30	EDT	6930	P
USGS	02091814	2018-09-28 23:45	EDT	6730	P
USGS	02091814	2018-09-29 00:00	EDT	6860	P
USGS	02091814	2018-09-29 00:15	EDT	6950	P
USGS	02091814	2018-09-29 00:30	EDT	6800	P
USGS	02091814	2018-09-29 00:45	EDT	6730	P
USGS	02091814	2018-09-29 01:00	EDT	6880	P
USGS	02091814	2018-09-29 01:15	EDT	6830	P
USGS	02091814	2018-09-29 01:30	EDT	6820	P
USGS	02091814	2018-09-29 01:45	EDT	6690	P
USGS	02091814	2018-09-29 02:00	EDT	6950	P
USGS	02091814	2018-09-29 02:15	EDT	6900	P
USGS	02091814	2018-09-29 02:30	EDT	6890	P
USGS	02091814	2018-09-29 02:45	EDT	6790	P
USGS	02091814	2018-09-29 03:00	EDT	6880	P
USGS	02091814	2018-09-29 03:15	EDT	6730	P
USGS	02091814	2018-09-29 03:30	EDT	6900	P
USGS	02091814	2018-09-29 03:45	EDT	6760	P
USGS	02091814	2018-09-29 04:00	EDT	6840	P
USGS	02091814	2018-09-29 04:15	EDT	6790	P
USGS	02091814	2018-09-29 04:30	EDT	6870	P
USGS	02091814	2018-09-29 04:45	EDT	6730	P
USGS	02091814	2018-09-29 05:00	EDT	6720	P
USGS	02091814	2018-09-29 05:15	EDT	6750	P
USGS	02091814	2018-09-29 05:30	EDT	6790	P
USGS	02091814	2018-09-29 05:45	EDT	6600	P
USGS	02091814	2018-09-29 06:00	EDT	6550	P
USGS	02091814	2018-09-29 06:15	EDT	6720	P
USGS	02091814	2018-09-29 06:30	EDT	6530	P
USGS	02091814	2018-09-29 06:45	EDT	6660	P
USGS	02091814	2018-09-29 07:00	EDT	6300	P
USGS	02091814	2018-09-29 07:15	EDT	6510	P
USGS	02091814	2018-09-29 07:30	EDT	6370	P
USGS	02091814	2018-09-29 07:45	EDT	6630	P
USGS	02091814	2018-09-29 08:00	EDT	6350	P
USGS	02091814	2018-09-29 08:15	EDT	6480	P
USGS	02091814	2018-09-29 08:30	EDT	6380	P
USGS	02091814	2018-09-29 08:45	EDT	6330	P
USGS	02091814	2018-09-29 09:00	EDT	6410	P
USGS	02091814	2018-09-29 09:15	EDT	6220	P
USGS	02091814	2018-09-29 09:30	EDT	6120	P
USGS	02091814	2018-09-29 09:45	EDT	6120	P
USGS	02091814	2018-09-29 10:00	EDT	6330	P
USGS	02091814	2018-09-29 10:15	EDT	6190	P
USGS	02091814	2018-09-29 10:30	EDT	6100	P
USGS	02091814	2018-09-29 10:45	EDT	6130	P
USGS	02091814	2018-09-29 11:00	EDT	6080	P
USGS	02091814	2018-09-29 11:15	EDT	6030	P
USGS	02091814	2018-09-29 11:30	EDT	6070	P
USGS	02091814	2018-09-29 11:45	EDT	6010	P
USGS	02091814	2018-09-29 12:00	EDT	5920	P
USGS	02091814	2018-09-29 12:15	EDT	5990	P
USGS	02091814	2018-09-29 12:30	EDT	5730	P
USGS	02091814	2018-09-29 12:45	EDT	5850	P
USGS	02091814	2018-09-29 13:00	EDT	5840	P
USGS	02091814	2018-09-29 13:15	EDT	5830	P
USGS	02091814	2018-09-29 13:30	EDT	5870	P
USGS	02091814	2018-09-29 13:45	EDT	5690	P
USGS	02091814	2018-09-29 14:00	EDT	5640	P
USGS	02091814	2018-09-29 14:15	EDT	5580	P
USGS	02091814	2018-09-29 14:30	EDT	5670	P
USGS	02091814	2018-09-29 14:45	EDT	5700	P
USGS	02091814	2018-09-29 15:00	EDT	5690	P
USGS	02091814	2018-09-29 15:15	EDT	5690	P
USGS	02091814	2018-09-29 15:30	EDT	5720	P
USGS	02091814	2018-09-29 15:45	EDT	5540	P
USGS	02091814	2018-09-29 16:00	EDT	5490	P
USGS	02091814	2018-09-29 16:15	EDT	5530	P
USGS	02091814	2018-09-29 16:30	EDT	5440	P
USGS	02091814	2018-09-29 16:45	EDT	5380	P
USGS	02091814	2018-09-29 17:00	EDT	5290	P
USGS	02091814	2018-09-29 17:15	EDT	5410	P
USGS	02091814	2018-09-29 17:30	EDT	5280	P
USGS	02091814	2018-09-29 17:45	EDT	5310	P
USGS	02091814	2018-09-29 18:00	EDT	5310	P
USGS	02091814	2018-09-29 18:15	EDT	5260	P
USGS	02091814	2018-09-29 18:30	EDT	5210	P
USGS	02091814	2018-09-29 18:45	EDT	5330	P
USGS	02091814	2018-09-29 19:00	EDT	5280	P
USGS	02091814	2018-09-29 19:15	EDT	5230	P
USGS	02091814	2018-09-29 19:30	EDT	5220	P
USGS	02091814	2018-09-29 19:45	EDT	5140	P
